date,country,position,streams,track_id,artists,artist_genres,duration,explicit,name,streams_agg
03-12-2020,Greece,151,24102,0O63twt9oDH8YPjEXo7OBs,['Eleni Foureira'],"['laiko', 'greek pop']",194238,False,Dokimase Me,45201
03-08-2017,Indonesia,168,51119,0O6g2QFUhuLqRzGqhyzrIu,['Fourtwnty'],"['indonesian folk', 'indonesian indie', 'indonesian pop']",251000,False,Hitam Putih,39290018
17-05-2018,Japan,87,49763,0O7eV4jZxDYHMAMvPmSEmO,['ELLEGARDEN'],"['j-rock', 'japanese punk rock', 'japanese pop punk', 'japanese alternative rock', 'japanese emo', 'j-poprock', 'j-pop']",226920,False,Salamander,49763
27-10-2022,Poland,18,944486,0O7gPfhWX4R1OkVk83obsl,['Dawid Podsiadło'],"['polish pop', 'talent show']",221293,False,Szarość i Róż,2324271
20-08-2015,Norway,170,48357,0O9OqOW5Zkc2OfDuk5ZZdb,"['Sonny Alven', 'Corey Fox-Fardell']","['indie anthem-folk', 'norwegian pop', 'norwegian house']",212053,False,Irregular Love,737857
09-03-2023,Finland,23,211806,0OBg1TKKrkfDEpp6jeY9jg,['Tupe.'],[],149180,False,MTV3,696895
14-09-2017,Thailand,175,5890,0OCOoJ0TVcCLRCBFycKgnF,['Pun Basher'],[],246545,False,ทดลองใช้,109139
13-09-2018,Finland,90,84507,0OCfwvWKRbPXRYHltFTzTr,['Stam1na'],"['finnish metal', 'progressive thrash', 'finnish punk', 'finnish heavy metal', 'suomi rock', 'finnish progressive metal']",252017,False,Enkelinmurskain,294261
03-03-2022,Greece,64,73193,0OEChhNS8PjgKVm0tdJBAQ,['Thug Slime'],['greek trap'],148000,True,Apofasi,112357
04-08-2022,Japan,88,321027,0OF09VIq0rwxFoRRfI0lg2,['Aimyon'],"['j-acoustic', 'j-pop']",251720,False,3636,4748725
20-06-2019,Spain,89,398964,0OGwGIp2WLU3jOC2xRq3id,['Guitarricadelafuente'],['spanish pop'],191702,False,Guantanamera,7274366
22-09-2022,South Africa,66,46499,0OHBji0Hz8o7W1TPYtk31j,"['A-Reece', 'Marcus Harvey']","['south african trap', 'south african r&b', 'afro r&b', 'south african alternative', 'south african hip hop']",146845,True,DREAMS,46499
21-10-2021,Finland,25,143785,0OIBxfE7Moh0YfUURCtewY,"['Arttu Wiskari', 'Pyhimys']","['finnish pop', 'finnish hip hop', 'finnish dance pop', 'iskelma', 'suomi rock']",207053,False,Mikan faijan BMW (feat. Pyhimys) [Vain elämää kausi 12],427983
07-04-2022,Brazil,94,1092165,0OJ8KWhqLMHkfI59yh398v,"['L7NNON', 'DJ Biel do Furduncinho']","['pop rap brasileiro', 'funk carioca']",133384,False,Sei Que Tu Gosta Muito,28285133
16-04-2020,Germany,92,669427,0OKIOYCAL3d5nbRpwVVBDM,"['O.G.', 'Nimo', 'Celo & Abdi', 'Hanybal', 'Krime', 'Schubi AKpella', 'AJÉ']","['german hip hop', 'deep german hip hop', 'swedish hip hop', 'german drill', 'german underground rap']",307971,True,"FREE O.G. (feat. Hanybal, Krime, Schubi AKpella & AJÉ)",669427
05-11-2015,Finland,98,64764,0OKVIBCyCzx1UK8FWfMeaA,['Pave Maijanen'],"['finnish pop', 'classic finnish pop', 'iskelma', 'suomi rock', 'classic finnish rock', 'classic iskelma']",159933,False,Satumaa-tango (Vain elämää kausi 4),106326
09-05-2019,Greece,155,8599,0OKfIcDo2sA5Vzd1ZQGprA,['Lil Barty'],['greek trap'],198571,True,Ti Perimeneis,159297
20-08-2015,"Taiwan, Province of China",199,10894,0OODA7kN4mkyOSLRRBA4sI,"['A-Mei Chang', 'Ching Teng Hsiao']","['taiwan pop', 'c-pop', 'mandopop']",354133,False,一眼瞬間,10894
02-03-2017,Canada,141,155947,0OPfZM09RUjE46nIeJGCfX,['NAV'],"['trap', 'rap', 'hip hop', 'canadian trap', 'melodic rap', 'canadian hip hop', 'toronto rap']",182880,True,NAV,155947
19-11-2020,Israel,172,24805,0OSLHsqneB4dhrzMtTKy5t,"['Arutz Hakibud', 'Roy Kafri']","['israeli rock', 'israeli hip hop']",214900,False,אח שלנו מתגרש,24805
09-11-2017,Türkiye,124,63874,0OTmkHR256dTdFVI7KWoPm,['Onur Can Özcan'],"['turkce slow sarkilar', 'turkish pop']",211500,False,Yaramızda Kalsın,15619604
05-09-2019,Nicaragua,34,27531,0OUSjrGunPatIV8Y3sUAr9,['Doris Schmeler'],[],120241,False,Longless the Road,27531
20-10-2022,Romania,12,86648,0OXBJlr7bWoHDJu380h8rp,"['Blanco', 'Aerozen']",['romanian trap'],153680,True,500 BANCNOTA,162564
25-03-2021,Bulgaria,105,7888,0Oc4wxvtItwyO9V8jYHzYK,['Djena'],"['chalga', 'bulgarian pop']",225436,False,Moyat nomer,89801
30-04-2020,Germany,162,497840,0OcAdj3oq7t7UuhaBwWmfx,['reezy'],"['german r&b', 'german hip hop', 'german trap']",126973,False,CHAMPAGNE,497840
20-02-2020,Poland,89,185980,0Oe4V7zwXzMNcSmxGkD9qK,"['Szpaku', 'Kubi Producent']","['polish trap', 'polish hip hop']",167678,True,FREESTYLE,656061
25-06-2015,Germany,230,16275,0OfZ9imMwFU03zc2wl8pBt,"['filous', 'James Hersey']","['tropical house', 'deep tropical house']",198000,False,How Hard I Try,11101164
02-09-2021,Dominican Republic,188,13029,0OfmroZ44h3XkWRaKdPc1h,['Nya Shanell'],[],206420,False,Para Quererte,13029
07-04-2016,Czechia,184,3903,0Ogwd5LwrqsUrFlGqxDYuO,"['Logic', 'Karlo', 'Jickson', 'Robin Zoot', 'JackPot', 'Hasan', 'Barber', 'Kannabis']","['early modern classical', 'czech hip hop', 'slovak hip hop', 'czsk emo rap', 'classical', 'czsk hip hop']",334559,True,"Milion+ (Remix) [feat. Gumbgu, Jickson, Robin Zoot, Jackpot, Hasan, Barber & Kannabis]",3903
13-08-2015,Estonia,72,4293,0OhEhd8SebbdYxu3NqzInX,['DJ SmithsEST'],[],99299,False,Music,13488
10-01-2019,Denmark,75,102791,0OiZJaep74FtAKYqjzeU6k,['Nik & Jay'],['danish pop'],184517,False,Længe Leve Drømmene,557403
28-12-2017,Dominican Republic,193,6751,0OjcoCQJIUTf092NrRKNOf,['Johnny Ventura'],"['merengue tipico', 'dominican pop', 'merengue', 'tropical', 'musica tradicional dominicana']",207173,False,Salsa Pa' tu Lechon,6751
28-04-2022,Norway,64,126039,0OlF7b9T8xC7b2kieGr4zw,"['Kløbbman', 'Feedbæck', 'Jungelknugen']",['russelater'],111907,False,LATTER 2022,334315
02-07-2015,United States,249,91669,0OlReIcTwpLs7Flizr48Ci,['X Ambassadors'],"['pop rap', 'modern alternative rock', 'pop rock', 'rock', 'modern rock', 'stomp pop', 'pop']",197052,False,Gorgeous,91669
16-06-2022,Czechia,87,56614,0OlZyFlaSCsg0qpuNs8GnN,"['Sergei Barracuda', 'Pil C']","['czech hip hop', 'czsk hip hop', 'czsk emo rap']",213961,True,Potřebuju tě,225558
06-02-2020,Australia,122,278548,0OmAtlOzxyfLkK6wChvRWc,['Chillinit'],"['australian trap', 'aussie drill']",189986,True,230 Pounds,278548
24-09-2015,Spain,84,124194,0OnqFl8tNKgkIl489RdfuK,['Daddy Yankee'],"['trap latino', 'latin hip hop', 'reggaeton']",224333,False,Vaivén,35089492
02-06-2016,France,94,132527,0OofmSsZzkWd18R88MrXk3,"['Niro', 'Nino B']","['french hip hop', 'francoton', 'rap francais', 'pop urbaine']",276600,True,Le compte y est,132527
30-03-2023,United Kingdom,113,531454,0Oqxt6JixieLHbwMfnJGWO,"['Lana Del Rey', 'SYML']","['art pop', 'pop']",206722,False,"Paris, Texas (feat. SYML)",870248
27-01-2022,France,41,838914,0OvE9YYXlk32ZehokyrS2c,"['Jazzy Bazz', 'Laylow']","['pop urbaine', 'rap calme', 'french hip hop']",205047,True,.RAW Spleen,1649481
30-04-2015,Türkiye,242,1186,0OwaujljSrq1eT4By7NxN8,['Gülşen'],['turkish pop'],262754,False,Bir Fırt Çek,492836
26-04-2018,Türkiye,1,454920,0OyfyAIHIdERPduy0omDj4,"['Eli Türkoğlu', 'Tuğçe Kandemir']","['turkish pop', 'turkish trap pop']",218823,False,Bu Benim Öyküm,9418065
21-07-2022,Greece,1,1301227,0OyiXp4CdjqOYDSpzgfEx7,"['Rack', 'Oge', 'MENJU']","['greek drill', 'greek pop']",169811,True,FAVELA,9640814
25-04-2019,Japan,99,77658,0P1D8kkQrOQKx7jPWQgJ9M,"['RIRI', 'KEIJU', 'Nariaki Obukuro']","['japanese trap', 'japanese r&b', 'j-rap']",214456,False,Summertime,202061
01-11-2018,Finland,174,47235,0P1lIvhkh6vBW4c5dqzuiC,['Leo Stillman'],"['finnish dance pop', 'finnish pop']",224480,False,Pieni laulu - Anna laulu lahjaksi,47235
03-02-2022,United States,77,2220813,0P2P1AxcRYhiZvoF5MyRmM,"['Gucci Mane', 'Lil Durk']","['pop rap', 'drill', 'gangster rap', 'southern hip hop', 'chicago rap', 'chicago drill', 'dirty south rap', 'atl hip hop', 'trap', 'hip hop', 'rap']",185855,True,Rumors (feat. Lil Durk),21242164
03-03-2022,Denmark,113,72210,0P4FWhq9VEQvn2SDlxieb5,['Jonas Funk'],['mgp'],168733,False,Ud Til Verdens Ende - MGP 2022,72210
08-10-2015,Sweden,111,131588,0P4tJeDnBA0xEgHgYiOEBF,['Molly Sandén'],"['swedish idol pop', 'swedish pop']",207346,False,Satellites,427583
09-07-2015,"Taiwan, Province of China",329,1252,0P4utBzWEYyJzbiCKTBead,['Various Artists'],[],284893,False,Dian Qi Jiao Jian Ai,233157
12-05-2016,Denmark,136,54340,0P5YSAQm0OEc7CvRb9uqny,"['Djämes Braun', 'Fuck Boy']","['danish pop', 'dakke dak', 'danish hip hop']",185900,False,Geronimo - F**k Boy Remix,156636
28-05-2020,Slovakia,146,10586,0P5uHTBKqH15ZQSMXW183p,['AstralKid22'],"['czech hip hop', 'slovak trap', 'czsk hip hop']",129326,True,VIEM,10586
19-05-2016,,76,4308751,0P7HlSwSY8mJCWIk4yunb0,['Drake'],"['canadian pop', 'toronto rap', 'canadian hip hop', 'hip hop', 'rap']",253533,True,Weston Road Flows,26386271
07-01-2021,Denmark,8,266214,0P7ILNphFo8O8UVJPC4QMb,"['Branco', 'Stepz']","['danish pop', 'danish hip hop']",178751,True,Dripsnak 2.0,484473
28-11-2019,India,196,113759,0P8TCqG9wsZPUnvxqLNZ5k,"['Roll Rida', 'Rahul Nambiar', 'Lady Kash', 'Rahul Sipligunj', 'Blazee', 'Thaman S']","['desi hip hop', 'tollywood', 'filmi', 'telugu hip hop', 'classic tollywood', 'tamil pop']",228125,False,OMG Daddy - Telugu,664755
03-03-2016,Ireland,188,11021,0P8TSeRC5oSwjqGjkduTvF,['Wheatus'],['pop rock'],241666,True,Teenage Dirtbag - Explicit Album Version,11021
07-11-2019,Greece,30,39550,0PAg487fyKbHtBTxdd32Z5,"['Saske', 'Sammy Velasquez']","['greek hip hop', 'greek pop', 'greek trap']",152112,True,Ben 10,88667
23-03-2023,,28,17150807,0PB0O24JqAuNdOAFVJljMS,"['Eladio Carrion', 'Bad Bunny']","['trap boricua', 'urbano latino', 'reggaeton', 'trap latino', 'trap triste']",208125,True,Coco Chanel,116582557
21-05-2020,Hong Kong,46,44304,0PD2XPKwctvSP7DHaR2IZq,"['Nuski Baby', 'glock savvy']",[],186253,True,Gangsta Bitch,44304
23-04-2020,Netherlands,10,1000584,0PEPCo71Ys1EBtTAnYCgw4,"['Bilal Wahib', 'Bizzey']","['dutch pop', 'dutch hip hop']",144000,True,Video Vixen,23537267
04-11-2021,Brazil,103,1129149,0PH49SrRKOFVWF81PobhW6,['Os Barões Da Pisadinha'],"['piseiro', 'arrocha', 'forro']",166400,False,Unha de Gel,15766159
18-02-2016,,195,1745674,0PJIbOdMs3bd5AT8liULMQ,['Jeremih'],"['pop rap', 'pop', 'chicago rap', 'urban contemporary', 'r&b', 'dance pop']",238320,False,oui,210325578
13-05-2021,South Africa,187,19008,0PO0wuZPinxcPFzcU0Mw98,['Shekhinah'],"['south african pop', 'south african pop dance', 'afro soul']",193515,False,Wedding Song,19008
15-09-2022,Norway,75,107506,0PQ5HL531iUYr10fnfRnAm,['Aiba'],"['norwegian pop', 'norwegian pop rap']",174892,False,Jeg Vet,107506
01-04-2021,Morocco,133,18520,0PSk94f7x9YJ1NA8jJiQDp,['Figoshin'],['rap maroc'],338943,True,Bouzbita,57321
21-09-2017,Hungary,112,8483,0PSvU0y20e0crwkRkG2TFn,['Leander Kills'],"['magyar alternative', 'hungarian rock', 'hungarian metal']",207110,False,Ha Elmész,15363
30-06-2022,Türkiye,114,482355,0PTXMWaVqvqzu0uUz6ZVQa,"['Norman Mondragon', 'Burakcan Keskin']",[],144250,True,Gözler,792586
26-12-2019,Czechia,132,34002,0PVTLqGuUdeYy33AXadsDg,['Pokáč'],['czech pop'],176258,False,Nikde žádnej sníh,172493
04-06-2020,Indonesia,148,244410,0PYrcn09qxYeOakSY8NlHP,['Nadin Amizah'],['indonesian pop'],259868,False,Kanyaah,244410
20-08-2020,Viet Nam,172,21018,0PaLXP1iIqdP58gHEiSvUV,['Emcee L (Da LAB)'],"['v-pop', 'vietnamese hip hop']",230398,False,Chẳng Biết Điều Gì,44886
02-02-2023,Italy,109,453636,0Pb8FIL8fecpxJCVgSxdWL,['NASKA'],"['emo rap italiano', 'italian hip hop', 'italian indie pop']",198711,True,Cattiva,453636
02-06-2016,Denmark,33,276992,0PeHQTWoq25q8TItzVfHYZ,['Joey Moe'],"['danish pop', 'danish hip hop']",203860,False,Smukkest På En Søndag,14082045
05-05-2022,"Taiwan, Province of China",138,53642,0PfB9QJ3T9uCGfkt0ml5TR,"['劉學甫', 'Vicky Chen']","['taiwan singer-songwriter', 'taiwan pop', 'chinese r&b', 'mandopop']",226702,False,為什麼只留下我一個,278228
03-01-2019,Italy,9,1327458,0Pi8hOfhyPYQOg8PL6tcT9,"['Gemitaiz', 'Priestess', 'Quentin40']","['trap italiana', 'italian hip hop']",202758,False,Giuro Che (feat. Priestess & Quentin40),8616600
12-08-2021,Brazil,186,716401,0Pjd5h1ZOSyhSwZrDeCIXg,"['Mc Bruninho da Praia', 'Mc Kevin', 'Mc IG', 'Mc Magal', 'MC GP', 'DJ Oreia']","['funk carioca', 'funk mtg', 'funk paulista', 'funk consciente', 'funk ostentacao']",338823,True,Giro dos Artistas,6220356
02-11-2014,Peru,190,5387,0Pjsm4AaJGPOXHoB6xCgJB,['Maná'],"['latin pop', 'mexican pop', 'rock en espanol', 'latin arena pop', 'latin rock', 'mexican rock']",264599,False,Mariposa Traicionera,532845
11-07-2019,Norway,164,82073,0Pk8ashacnX3IFsn6TXdJX,['LOKE'],[],187516,False,Hero,225035
07-01-2021,Türkiye,156,208945,0PlABPqYHKhlhTgGbHWuMr,['Serdar Ortaç'],['turkish pop'],316995,False,Poşet,5429202
19-11-2015,Panama,188,2180,0PmRxa4KmosDAkkMZZ6BIy,"['Akim', 'Predikador']",['panamanian pop'],228253,False,No Sabes Del Amor (feat. Predikador),2180
05-11-2015,Poland,58,33415,0PoYtse3AXsOpwMN87X2Hq,['Dawid Podsiadło'],"['polish pop', 'talent show']",218889,False,Forest,258432
08-10-2015,France,74,88484,0Pq0pa6k5m7D3mUG1nFQwi,['Ryan Adams'],"['stomp and holler', 'roots rock', 'pop rock', 'alternative country', 'singer-songwriter', 'neo mellow', 'new americana']",235120,False,Bad Blood,2008763
01-09-2022,Poland,197,198078,0Pr3I8jLtWA0BfoebWMEyw,['Małe TGD'],['uwielbienie'],197840,False,Góry do góry,198078
31-10-2019,Finland,16,199930,0Prhiho6GAQUlVzQdOSlnP,['Elastinen'],"['finnish hip hop', 'finnish dance pop', 'finnish pop']",221788,False,Totuutta ja tehtävää (Vain elämää kausi 10),569372
12-09-2019,Finland,5,368399,0Ps3bNu8n7KVmsBp4ZOLur,['Elastinen'],"['finnish hip hop', 'finnish dance pop', 'finnish pop']",173054,False,Keinutaan (Vain elämää kausi 10),2027191
30-04-2015,Mexico,234,17285,0Puka2fgWj7Q5Y2C344L04,['Kaay'],['latin arena pop'],155786,False,Desequilibrio,17285
10-11-2016,Greece,188,2018,0PwPkm93L2dbWWmboTVwpq,"['Shawn Mendes', 'Ashworth']","['la pop', 'pop', 'canadian pop', 'viral pop', 'dance pop']",232666,False,Treat You Better - Ashworth Remix,2018
24-09-2015,Sweden,164,96082,0PxwxlDRD3hGU38dfhCmYU,"['Maskinen', 'JOY']",['swedish pop'],264053,False,Håll Din Anda,96082
13-05-2021,Austria,53,65824,0PzeopMmDTeq6Zx65lrZk8,['Pizzera & Jaus'],"['austropop', 'graz indie', 'volkspop']",162677,False,frmdghn,102159
09-06-2022,Uruguay,166,17505,0Q1NGtkEts8tjIC4eSWiya,['Emilia'],['pop argentino'],169566,False,cielo en la mente,17505
11-03-2021,France,4,2364517,0Q1ZthgaRH9sLIHHDrzX4X,"['Booba', 'Maes']","['rap conscient', 'rap francais', 'francoton', 'french hip hop', 'pop urbaine', 'old school rap francais']",175641,True,VVV,8151834
16-11-2017,Germany,118,348020,0Q4UnABWc02jPFQwzx96EJ,"['Sa4', 'AK AUSSERKONTROLLE']","['deep german hip hop', 'german underground rap', 'german hip hop']",137856,False,Bunker,348020
15-09-2022,Finland,29,148018,0Q68xNKpgGV0kwhcbuzrXL,['Erika Vikman'],"['iskelma', 'finnish dance pop', 'finnish pop']",180611,False,Kateus,390826
24-05-2018,Iceland,21,23284,0Q6XxwNJVTzlYA9Q24kQ4Z,['Logi Pedro'],['icelandic pop'],176426,False,Betra líf,30923
09-06-2022,France,66,646749,0Q9yA6p8yufj42kYFZMdJa,['S-Crew'],['french hip hop'],201373,True,22,7156961
11-06-2020,Germany,67,895343,0QEYctQDAQYzbtU13Trxf4,"['Data Luv', 'Trippie Redd']","['rap', 'german trap', 'german hip hop', 'trap', 'melodic rap']",164354,True,Louboutin,994284
10-03-2022,France,122,397124,0QFPZvhJgUAZnVdr4wVxyn,"['Freeze corleone', 'ASHE 22']","['rap lyonnais', 'pop urbaine', 'drill francais', 'french hip hop', 'rap francais', 'melodic drill']",220000,True,BILLETS,397124
26-03-2020,Hungary,49,33643,0QFq5Gq1iHUf5IFzibitHh,['Krúbi'],"['magyar alternative', 'hungarian pop', 'hungarian hip hop', 'magyar trap']",352466,True,SAPIENS,87642
26-09-2019,Finland,25,187947,0QGj6Bmlfuh6R8NmNTcAww,['Lauri Tähkä'],"['suomi rock', 'finnish dance pop', 'finnish pop']",197969,False,Hehkuu (Vain elämää kausi 10),799270
09-07-2015,Australia,137,29245,0QLOhLo0Ndmq1mD9kiav6N,"['Samantha Jade', 'Pitbull']","['dance pop', 'uk pop', 'australian pop', 'pop rap', 'miami hip hop', 'pop', 'post-teen pop', 'australian talent show']",219286,False,Shake That,127142
24-08-2017,Chile,60,225206,0QMFJjtAC1BCA9N7RlFrvt,['Cami'],"['latin pop', 'pop chileno']",209640,False,Un Poco Más De Frío,12953175
21-09-2017,Finland,86,101953,0QMQzOLL3tUDnCEcpolpBe,"['IKE', 'Elastinen']","['finnish hip hop', 'finnish dance pop', 'finnish pop']",190701,False,Jonkun Ex,597385
24-08-2014,Iceland,27,3695,0QQIhT6PtJ5glyn4HKNKQ6,['KALEO'],"['icelandic rock', 'modern alternative rock', 'icelandic indie']",269893,False,All the Pretty Girls,1141642
02-11-2017,Chile,52,283030,0QQNA8bZqefrGfsShzlZkb,"['Bad Bunny', 'Daddy Yankee', 'Anuel AA', 'Cosculluela']","['latin hip hop', 'reggaeton', 'trap boricua', 'reggaeton flow', 'trap latino']",331431,True,"Tu No Metes Cabra Remix (feat. Daddy Yankee, Anuel AA & Cosculluela)",8335893
04-06-2020,Netherlands,164,191257,0QQbe3UjHYBsXrZ4Eat9jk,"['Frsh', 'Henkie T']","['dutch hip hop', 'dutch rap pop']",149235,False,B23,191257
13-12-2018,United States,105,2552901,0QSt5KmJzRqU1gFJJfQJ0Q,['XXXTENTACION'],"['miami hip hop', 'emo rap']",31200,False,Introduction,2562199
09-09-2021,Morocco,189,13229,0QUBt2FBTGh4zMN9meDGrn,"['Cheb Bello', 'DJ Moulay']","['rai', 'rai algerien']",231708,False,Einehom Mesawsa,39224
03-05-2018,Denmark,47,192351,0QUfEZfNlmUYzVL0TY4nRO,['Omar'],"['danish pop', 'danish hip hop']",166506,False,Ik Noget Nyt,1574521
31-08-2017,,173,3729844,0QV16pno66L6K3fn4W13b7,['Lil Uzi Vert'],"['melodic rap', 'rap', 'philly rap', 'trap']",189229,True,No Sleep Leak,8381275
11-10-2018,Philippines,32,576311,0QXHHEi0rHMwmkxK5pvc05,['LANY'],"['pop', 'la pop']",228192,False,Run,2040554
13-04-2017,Germany,198,217052,0QjDsAtLPHcD391U6VtxdH,['Die Toten Hosen'],"['german rock', 'german alternative rock', 'german pop', 'german punk']",214560,False,Unter den Wolken,736267
09-11-2014,Estonia,117,2029,0QjhfF1zVLwiJxCoXwu6pC,['Faul'],['tropical house'],206613,False,Something New,80291
04-11-2021,Sweden,174,133653,0QovRRlEC2IiM8UXlBKhIS,['VC Barre'],"['swedish trap pop', 'swedish hip hop']",195141,True,Fläta/Inte mitt krig,5569282
23-12-2021,Colombia,172,102443,0Qp1E6bp45k9wMQA5vLvIL,['Los Niños Cantores De Navidad'],[],113152,False,Antón,102443
07-10-2021,Viet Nam,200,27844,0QrWEhI9Bb0MHQwfSIHfzL,"['Bich Phuong', 'traitimtrongvang']",['v-pop'],216000,False,em bỏ hút thuốc chưa (feat. traitimtrongvang),27844
23-11-2017,Germany,93,439894,0QsVEToTTilpxtOZUAbzlg,['Luciano'],['german drill'],134280,False,Loco Soldato,472802
01-12-2016,Italy,44,202764,0QvhWAa8Xxia8Efct2rv7x,['lowlow'],"['italian pop', 'rome indie', 'italian hip hop']",204800,True,Ulisse,5210541
07-05-2015,Belgium,250,1239,0Qw7qGuXlVBZLcfoQ17yZn,['Ben Howard'],"['indie folk', 'stomp and holler', 'neo mellow', 'folk-pop', 'british singer-songwriter']",328506,False,Old Pine,24977
27-07-2014,Italy,20,87405,0QwvNsA7zQ9YhgUXQTfRSL,['The Brick Simphony'],[],40000,False,The Brick Dance,222588
14-02-2019,France,43,569520,0QyCqD3owLVI9hK3GSBlE5,"['Lacrim', 'Rick Ross']","['pop urbaine', 'francoton', 'dirty south rap', 'trap', 'pop rap', 'french hip hop', 'rap francais', 'southern hip hop', 'gangster rap', 'arabic hip hop', 'rap', 'hip hop']",169946,True,Never Personal,569520
01-12-2022,Sweden,146,174258,0QybIH9tGbiqh6I2pZsb9b,['Nike Sellmar'],[],184736,False,Anything You Say,174258
03-05-2018,Ecuador,186,13940,0Qz8jS60RbKqb5uW4dB7Pt,['La Máquina Camaleón'],"['ecuadorian pop', 'ecuadorian alternative rock', 'ecuadorian indie']",201893,False,Motora,121413
22-03-2015,Belgium,252,1259,0R4l8uepOzxFoF1xWQq2nh,['Balthazar'],"['dutch indie', 'ghent indie', 'belgian rock', 'belgian indie']",291280,False,Bunker,6772
12-04-2018,Viet Nam,103,8731,0R4oywOD4wsKOoxnjFUL5y,['WINNER'],"['k-pop', 'k-pop boy group']",224909,False,AIR,13720
27-08-2020,South Africa,163,15201,0R5CKHJnL81mlddsCqH8IB,"['Synth Peter', 'Katinka', 'Loufi', 'What The Faf', 'Wortel Kombat']","['south african pop', 'afrikaans', 'afrikaans hip hop']",192105,False,"Doef Doef (feat. Katinka, Loufi, What The Faf & Wortel Kombat)",95525
17-09-2020,Russian Federation,69,109128,0R5g0ciofFnPMfzX9rj8Yf,['LSP'],"['russian pop', 'russian hip hop', 'belarusian hip hop', 'russian alt pop']",110425,False,Нежный зверь,121246
23-03-2023,France,49,793613,0R6Hx28x5lgpIUWD6ltX7e,['Zola'],"['rap francais', 'french hip hop', 'pop urbaine']",196346,True,CÔTÉ HUBLOT,1255042
26-11-2020,Lithuania,17,20187,0R6ikR6rBn1x5a80dkXfLN,['Justinas Jarutis'],['lithuanian pop'],186153,False,Savęs,407763
10-02-2022,Mexico,200,730622,0R7DSnSibvuE4PEHqUayqf,['Plan B'],['reggaeton'],190564,False,Es un Secreto,103709029
06-04-2023,Japan,102,375243,0R96nqU10shRzLcbpPiNA7,['BUMP OF CHICKEN'],"['j-poprock', 'j-rock', 'j-pop']",399418,False,窓の中から,375243
12-11-2020,Malaysia,195,45395,0RB0E9wj4DjaFDOYPEMeps,['CL'],['k-pop'],200560,False,+5 STAR+,45395
30-12-2021,Russian Federation,59,224551,0REqV81vXvrYw8xeyTTG5t,"['Arthur Pirozhkov', 'Klava Koka']","['russian pop', 'russian dance pop', 'russian dance']",121043,False,Хочешь,1960548
06-10-2022,"Korea, Republic of",181,18178,0RErLzcXg9K3FtjN86e4gm,['Grizzly'],['korean r&b'],179080,False,Beige coat,58910
25-08-2022,United States,59,2415941,0REv856zadB0e8IM1brlwr,['Demi Lovato'],"['dance pop', 'uk pop', 'post-teen pop', 'pop']",163027,True,29,8113869
07-01-2021,Romania,123,17690,0RFUzYi4bctgYlYq4zcc0n,['Oscar'],['romanian trap'],146053,True,Cu Cine Crezi Că Vorbești,17690
23-11-2017,Philippines,101,213779,0RGUIOZtmOXTWOy5EjvQbP,['Lauv'],"['pop', 'dance pop', 'electropop']",204712,False,Paris in the Rain,35821812
21-07-2022,France,83,513504,0RGpd5zCowfEItCUF7Itpr,['Farruko'],"['latin hip hop', 'reggaeton', 'trap latino']",223173,True,Nazareno,9561814
23-08-2018,Argentina,145,149291,0RHazYjaRGLIYPvn6mtRWY,['WOS'],"['argentine indie', 'trap argentino']",194181,False,PURPURA,11021729
06-08-2015,Estonia,188,1772,0RIBJ5YfJAtyagSQ54Y7na,['DJ SmithsEST'],[],306779,False,Beuty life in visual,16736
06-01-2022,Greece,101,44093,0RKajkby9qSFKjChpfyYoW,['Feisty'],['greek trap'],194400,True,COCO,1757384
05-09-2019,,191,4643346,0RLLvYBopDwooCyvnTwgYu,['Lil Tjay'],"['nyc rap', 'melodic rap', 'brooklyn drill']",224000,True,F.N,287596069
20-02-2020,Greece,26,49792,0RP5PVtvtpdULmsy75D9ha,"['Tzamal', 'Asto Pasam']","['greek hip hop', 'greek underground rap']",187000,True,Triantapente Kalokairia,76059
21-12-2017,Finland,145,68340,0RPLfM9FLB9oAR43PWV5Mw,['Hätä-Miikka'],[],238032,False,Uusi-Seelanti,68340
27-08-2020,France,168,286289,0RPpNsp8A8Yf9YhUNZKNIA,['Nakry'],"['rap francais', 'pop urbaine', 'french hip hop']",216167,True,Lewé,853878
25-08-2013,Hong Kong,48,1676,0RQi435wk6bXYwji9EpkGS,['Joey Yung'],"['cantopop', 'c-pop']",208695,False,蟲之家,1676
14-06-2018,"Taiwan, Province of China",101,29820,0RRT94g1fduf5thBol6fYW,['蕭秉治'],"['taiwan pop', 'mandopop']",230612,False,愛過你有多久就有多痛,803027
11-05-2017,Italy,50,232689,0RT32k5IOVEyKE5UlF3Wm8,"['Gli Autogol', 'Papu Gomez', 'DJ Matrix']",['italian adult pop'],153524,False,Baila como El Papu (Vs. Dj Matrix) (feat. Papu Gomez),2928568
01-07-2021,France,54,666891,0RTnQ1qZ9BHGnO9udzdIs5,['Jul'],"['francoton', 'rap marseille']",157773,True,Mental d'or et de platine,1325333
01-10-2015,Slovakia,180,1163,0RU85XnvcWZ9hVf9LhNuPw,"['Strapo', 'Danost']","['czech hip hop', 'czsk hip hop', 'slovak hip hop']",277933,True,Janeviemuš (feat. Danosť),2323
25-06-2020,France,60,633889,0RUavidTwACAYUoNhAxNNp,['Tayc'],['pop urbaine'],212006,False,N'y pense plus,25775968
