date,country,position,streams,track_id,artists,artist_genres,duration,explicit,name,streams_agg
23-06-2016,Brazil,126,200360,000xYdQfIZ4pDmBGzQalKU,['Luan Santana'],"['sertanejo', 'sertanejo universitario', 'arrocha', 'sertanejo pop']",187118,False,"Eu, Você, O Mar e Ela",32557728
23-03-2023,Luxembourg,15,11436,0041QJFD2EWfKWdAZpX2RB,['Duncan Daniels'],[],142875,False,Diaspora Night,38168
23-11-2017,Dominican Republic,160,7502,004q4eDxR33ci4f8m4flwl,['Vicente Garcia'],"['dominican pop', 'bachata', 'latin alternative', 'latin pop']",171626,False,El Yeyo,7502
01-04-2021,Japan,101,273079,006u4CXVO2cusq08RrMElQ,['あたらよ'],"['japanese teen pop', 'j-pop']",332285,False,10月無口な君を忘れる,12036193
02-02-2023,Sweden,22,438648,0078peqORcMMXbcYEfeLkk,['Hanna Ferm'],"['swedish pop', 'swedish idol pop']",184773,False,Vet Hon Om?,2427434
07-06-2018,Philippines,179,154520,0087fDVeNhuyMtST91RMjv,['Silent Sanctuary'],"['pinoy rock', 'opm']",339053,False,Kundiman,22804573
30-06-2016,"Taiwan, Province of China",158,16805,009j4tQyJC53rmgTuXil9E,['Eve Ai'],"['taiwan pop', 'taiwan singer-songwriter', 'mandopop']",274960,False,愛是這樣,150063
12-11-2020,Honduras,119,11397,00A08eyEOT11lVaR0yBQKv,['Angie Flores'],[],205632,False,Rewind,11397
07-01-2016,,197,1526593,00AoRZ8103mVeOVfpTfGuR,"['Luny Tunes', 'Daddy Yankee', 'Wisin', 'Don Omar', 'Yandel']","['latin hip hop', 'reggaeton', 'puerto rican pop', 'reggaeton flow', 'trap latino']",304746,False,Mayor Que Yo 3,58593280
12-04-2018,,75,7241438,00B7TZ0Xawar6NZ00JFomN,"['Cardi B', 'Chance the Rapper']","['pop rap', 'chicago rap', 'pop', 'conscious hip hop', 'dance pop', 'hip hop', 'rap']",284855,True,Best Life (feat. Chance The Rapper),27986779
02-12-2021,Finland,22,131498,00Bi0CSRgw04OgrhWU4hj1,['Etta'],"['finnish hip hop', 'finnish dance pop', 'finnish pop']",208500,False,Koditon,539985
22-04-2021,Russian Federation,188,81204,00Dy9idE7FOsG4dbeRo1Pi,['Канги'],"['russian pop', 'russian hip hop']",163964,False,Жить не запретишь,81204
26-07-2018,,138,4720155,00EPIEnX1JFjff8sC6bccd,"['Thalia', 'Natti Natasha']","['dance pop', 'latin hip hop', 'reggaeton', 'latin pop', 'rap latina', 'mexican pop', 'trap latino']",217653,False,No Me Acuerdo,270890136
12-03-2020,South Africa,83,18921,00FmWWD8FpB1Ph6nPPw1bC,"['Jhené Aiko', 'Ab-Soul']","['conscious hip hop', 'urban contemporary', 'hip hop', 'r&b', 'pop', 'escape room', 'alternative hip hop', 'rap', 'underground hip hop', 'southern hip hop']",174333,True,One Way St. (feat. Ab-Soul),18921
16-03-2023,United States,119,2421207,00Ga884hbpVvCNyeQdle1U,['Miley Cyrus'],['pop'],246306,False,Violet Chemistry,2722540
04-01-2018,Thailand,200,8443,00Hj710RrsLX5s9bothwlW,['Max Jenmana'],"['thai pop', 'thai indie pop']",230524,False,ไวน์,2774203
01-04-2021,Hong Kong,111,30271,00HtMpRg1Tu1CDFcMHn4DS,['Karen Mok'],"['mandopop', 'cantopop', 'c-pop']",287160,False,因一個人而流出一滴淚,179986
13-02-2020,Italy,128,415673,00JISwCHE4ZTWejgmT4TFU,['Michele Zarrillo'],"['classic italian pop', 'italian adult pop']",225327,False,Nell'estasi o nel fango,415673
23-02-2014,Italy,43,35864,00JbznfNVCiSSqLXI7wd5B,['Arisa'],['italian adult pop'],219200,False,Controvento,604183
29-12-2022,Pakistan,169,22344,00KoecK1MTjqUamcy5Tm0l,['Bilal Saeed'],"['desi hip hop', 'pakistani pop', 'punjabi pop', 'desi pop']",193810,False,12 Saal,64696
29-07-2021,Saudi Arabia,171,16965,00LX4aUgpDFG4zZO1H3Lx8,['Yasser Abd El Wahab'],[],239655,False,Kalby Jobarny - Live,3230010
02-05-2019,Slovakia,125,8827,00MGSxcYzJb7hyeWRISbAs,['Radikal Chef'],['czsk hip hop'],214000,True,Drop Lord,26620
02-07-2020,Mexico,164,535649,00PVGsjnTVMQJQlxV4puoa,"['Natanael Cano', 'RobGz', 'Ovi']","['corrido', 'musica mexicana', 'sierreno', 'trap latino', 'sad sierreno', 'reggaeton flow', 'corridos tumbados', 'nueva musica mexicana']",147913,True,Yo Vengo De Barrio,535649
04-03-2021,Italy,27,804637,00QN58Gx571pB1MEuBAcmL,"['Fasma', 'GG']","['italian pop', 'pop virale italiano', 'italian hip hop', 'emo rap italiano']",169181,False,Parlami,29907888
05-11-2020,United States,125,1798987,00R0fEFZGb5hyTgF1nrRCq,"['Busta Rhymes', 'Kendrick Lamar']","['pop rap', 'conscious hip hop', 'hip pop', 'hardcore hip hop', 'hip hop', 'west coast rap', 'rap', 'east coast hip hop']",248810,True,Look Over Your Shoulder (feat. Kendrick Lamar),2055399
23-11-2017,United Kingdom,186,291516,00TVmX9spquyg0UKuN57l3,['Fall Out Boy'],"['emo', 'modern rock']",210346,False,HOLD ME TIGHT OR DON’T,805239
12-11-2015,United Kingdom,178,134135,00WAVv6mwCtAQQEgjuajKm,['Little Mix'],"['pop', 'dance pop', 'post-teen pop', 'talent show', 'girl group', 'uk pop']",202080,False,A.D.I.D.A.S.,145505
29-11-2018,Thailand,182,19749,00WGY67rwGi8IRmHn32oYZ,['Wanna One'],"['k-pop boy group', 'k-pop']",242967,False,Beautiful (Part ll),19749
12-04-2018,France,134,240945,00YUNap0MFncqzzuvwzUlS,"['Lefa', 'Lomepal']","['pop urbaine', 'francoton', 'rap conscient', 'rap calme', 'french hip hop', 'rap francais']",157506,True,Paradise (feat. Lomepal),14994933
18-03-2021,Egypt,150,11423,00a4bcXAaRiMMs1Wuu5PK1,['Lege-Cy'],"['egyptian trap', 'egyptian hip hop']",173020,False,وسع,176589
29-10-2020,Romania,164,17681,00b3LCRrgW7c1WBgbBBM9V,"['Amuly', 'Bocaseca']","['romanian rap', 'romanian trap']",176509,True,Raman De Cartier,17681
30-04-2015,Netherlands,59,111698,00b50UtOuCsj4VFoX6vIZx,"['Lil Kleine', 'Ronnie Flex']","['dutch hip hop', 'dutch rap pop', 'dutch pop']",208272,True,Zeg Dat Niet,3295174
02-01-2020,Israel,162,20287,00bv4cnO0crfZDrLHSCw5d,['Mor'],['israeli pop'],214599,False,מחזיק לי את היד,20287
01-07-2021,Poland,101,229317,00e674SEUik7Wf9bxaQ8uO,['Ekipa'],['polish pop'],185192,False,Uśmiech,229317
14-06-2018,Netherlands,171,156818,00efU9s1tVptQB3SUabGvu,['Bridde Boys'],"['dutch hip hop', 'dutch rap pop']",253544,False,Pit Stop,466018
13-07-2017,Netherlands,119,208898,00f0LfcR6wAFwYSJsdBNRD,"['Kosso', 'Lijpe']","['dutch hip hop', 'dutch rap pop']",226051,True,Laat Mij,333110
28-10-2021,Dominican Republic,139,15647,00gBdY8XmRwC7vkapUymQI,['Invandra'],[],164475,True,Kotumo,31321
26-09-2019,Italy,12,1594605,00hy8cpfdBAXPcgWpsCtyk,"['Gemitaiz', 'MadMan']",['italian hip hop'],185600,True,Californication,3143621
05-11-2015,Sweden,199,83338,00lG51QDAAOhbDF5jhhAsQ,['Miriam Bryant'],"['swedish pop rap', 'swedish idol pop', 'swedish pop']",223124,False,Push Play - Filip Jenven & Mike Perry Remix - Radio Edit,83338
16-02-2023,Slovakia,181,19081,00m53t4Z0Lf2SdVcsuGwg1,"['AstralKid22', 'SIMILIVINLIFE', 'Porsche Boy']","['slovak hip hop', 'czsk hip hop', 'czech hip hop', 'czsk hyperpop', 'slovak trap']",207286,True,Dirty Vans,38294
11-06-2020,Iceland,16,24968,00mRvwkXYhHlojimfeC6Xh,['Séra Bjössi'],"['icelandic hip hop', 'icelandic pop']",106884,True,Guð Blessi Séra Bjössa,49617
19-11-2015,France,83,100690,00rKXZwgzFSgIvliePgd9t,['SCH'],"['pop urbaine', 'rap marseille', 'french hip hop']",129800,True,John Lennon,1609494
24-11-2022,Türkiye,127,463443,00so78c246FBc701TDys54,['Reckol'],['turkce drill'],147653,True,Partiledim,463443
22-09-2016,,159,2615327,00srofA71Pj1LAUGLMBppp,['Emeli Sandé'],"['pop', 'uk pop', 'neo soul', 'r&b', 'dance pop']",238352,True,Hurts,12989561
23-12-2021,Romania,173,21278,00tnXAltVLyIWok9sCWdjL,['Dani Mocanu'],['manele'],176248,False,Afaceri Ilegale,171215
30-04-2015,Netherlands,144,43888,00wNUmB4MzvMHlAt1hSLzL,"['Bokoesam', 'Lil Kleine', 'D-Double']","['dutch hip hop', 'dutch trap', 'dutch pop', 'nederreggae', 'dutch rap pop']",204593,True,43,496039
28-10-2021,Greece,123,36188,00x2d2mKSaUrCNTNxH7CYN,"['Sigma', 'ObieDaz']",['greek hip hop'],167619,True,ALYX,414167
16-11-2017,Denmark,82,107175,00xE0XQaGE9ScphTFr0PJM,['Mads Langer'],"['danish pop', 'danish pop rock']",208642,False,Flawless,4702617
02-03-2023,United States,166,2095391,00zk0uua6s2ifh0Nc3ppfW,['Yeat'],['pluggnb'],211253,True,Nun id change,2333445
18-01-2018,Malaysia,194,31083,00zwEWtzEjwA2dXtvYPnJ5,['Ariff Bahran'],['malaysian pop'],252677,False,Kata Akhirmu,3503063
23-09-2021,Germany,59,756653,011Xn3Wqii67s4aaPgheiu,"['Marteria', 'ÄTNA', 'Yasha']","['dresden indie', 'german indie', 'german hip hop']",213700,False,"Love, Peace & Happiness",2611468
14-01-2021,Indonesia,114,288756,012WiZSgTedjCImYNyA1bF,['Khifnu'],['indonesian folk pop'],263053,False,Katakan Saja,12640517
05-05-2016,Sweden,60,309988,013dCsrJYcA9CW9YroMskI,['Ben Mitkus'],[],225399,False,Kills Me,1029760
27-02-2020,Israel,31,50639,016blcFaFbzXopGoqVOKZU,['Eden Hason'],['israeli mediterranean'],169846,False,את חסרה לי,6634728
22-09-2022,Hungary,129,35402,017rg2t7Non5uF7AiNQpRK,['Nemes'],[],117855,True,Káosz,315838
21-12-2014,Iceland,173,1347,0185OsYNsynw4Z9bxgBB2G,['Svanhildur Jakobsdóttir'],"['icelandic pop', 'barnalog', 'classic icelandic pop']",145356,False,"Jólin, jólin",240204
11-08-2022,Panama,107,21638,0193K7wakkSBq77YLmUJ9r,"['Italian Somali', 'T.O.T', 'BARBEL', 'Mole', 'Abdiel Produce']",['panamanian pop'],265776,True,mode - Remix Version,239049
31-12-2015,"Taiwan, Province of China",95,21955,019aJyL2vvNHqdK0Nfp1R6,['Miu Chu'],"['taiwan pop', 'mandopop']",237360,False,My Way,44349
12-11-2020,Netherlands,194,173037,01AHLmTHZb7MbkxG6X1UjK,['Idaly'],"['dutch pop', 'dutch hip hop', 'dutch rap pop']",152060,True,Zonder Jou,173037
18-04-2019,,105,6728297,01DOm09B2AbiTARAbXVI6g,"['ScHoolboy Q', 'Travis Scott']","['pop rap', 'southern hip hop', 'gangster rap', 'underground hip hop', 'slap house', 'trap', 'hip hop', 'rap']",181152,True,CHopstix (with Travis Scott),34197049
14-04-2022,Italy,19,1316699,01DXwNf1GzEJkYTbXgL0eb,['Lazza'],"['trap italiana', 'italian hip hop', 'rap genovese']",172654,True,USCITO DI GALERA,52338518
30-12-2021,South Africa,200,25624,01ETstOIVsDdycQdgVviFf,"['Makhadzi', 'Prince Benza']","['venda pop', 'bolobedu house', 'afro soul']",313495,False,Ma Yellowbone,25624
16-06-2022,Norway,89,107474,01Fo7Q9RVY0rT8RL89bLZR,"['vinni', 'Tshawe Baqwa']","['norwegian pop', 'norwegian pop rap', 'norwegian hip hop']",142869,True,baba dro på,270423
07-02-2019,United Kingdom,161,387302,01GIr6ziveLJwKBBQGqs9B,['Fredo'],"['grime', 'uk hip hop']",172800,True,Morning,387302
01-08-2019,United States,59,2671483,01GmGxOPy22EdAZGC0X6q1,['Chance the Rapper'],"['pop rap', 'conscious hip hop', 'hip hop', 'chicago rap', 'rap']",299167,True,We Go High,2671483
30-08-2018,Viet Nam,168,5071,01GttEhbqMrVWdq26icFku,"['itsnk', 'Haisam']","['indie viet', 'vietnamese hip hop', 'vietnamese singer-songwriter']",236347,False,một file âm thanh nhỏ.mp3,5071
16-12-2021,France,153,416275,01HWhdixldaZrAOtDcZnD9,['Jul'],"['francoton', 'rap marseille']",176706,True,Nine,416275
03-05-2018,Netherlands,198,138381,01HjWGf8et4JyQk1oHfIY8,['Lijpe x Ismo'],"['dutch hip hop', 'dutch rap pop']",187614,True,Mijn Deel,138381
17-09-2020,Hong Kong,140,23965,01I5PszJ2fdDaKccLBgrCq,['Leslie Cheung'],"['classic cantopop', 'cantopop', 'c-pop']",252470,False,春夏秋冬 A Balloon's Journey,186906
09-12-2021,Germany,6,2575300,01I8aPBUJIMzCtHsCVvmq5,['Luciano'],['german drill'],162026,False,SUVs,30851233
04-06-2020,Germany,8,3345466,01I9AEz658sQnQzCL3K3QG,['Shirin David'],"['german hip hop', 'frauenrap', 'german pop']",130306,True,HOES UP G'S DOWN,9618917
11-10-2018,United Kingdom,1,3361612,01IQ4aQgOf0Kkq3a273hmO,"['Dave', 'Fredo']","['uk hip hop', 'grime']",182741,True,Funky Friday,87102584
21-06-2018,Finland,20,239292,01JFSixXfRnIOX75UWXBzC,['Aste'],"['finnish hip hop', 'finnish dance pop', 'iskelma', 'finnish pop']",184790,False,Pojat ei itke,980205
25-08-2016,,156,2389763,01JszWYuKqRjddPQ4creVF,['Metallica'],"['old school thrash', 'rock', 'metal', 'hard rock', 'thrash metal']",191331,True,Hardwired,6809593
03-09-2020,Netherlands,107,269701,01MCHGtGZHtYVeVUNqgMbC,['Racoon'],"['dutch pop', 'dutch rock']",235262,False,De Echte Vent,19911352
04-04-2019,Norway,142,86840,01OFymiHwXOqOBBD1AtQJd,['P!nk'],"['dance pop', 'pop']",175599,True,Hustle,143778
09-02-2023,Israel,194,36028,01PIDcoWBmEMH9fmJqmnwo,['Full Trunk'],['israeli rock'],189985,False,קדימה לאותו מקום,36028
21-12-2014,France,197,23352,01QzEHdPV5OGOf6afhL9nX,['Kendji Girac'],"['francoton', 'french pop']",230120,False,Mi Amor,49534
15-03-2018,Brazil,33,1242387,01TYBVirOZoaY5Uw2kLGwp,"['Marília Mendonça', 'Maiara & Maraisa']","['sertanejo', 'sertanejo universitario', 'arrocha', 'sertanejo pop']",176721,False,A Culpa É Dele,7080501
06-09-2018,"Taiwan, Province of China",152,22231,01UEYuQ6egfZ8Swz5lnKoL,['Van Ness Wu'],['taiwan idol pop'],207309,False,Summertime Love,40877
23-07-2015,Canada,252,4221,01UYpHuzHi4eB9PAbDoPY2,['Seals and Crofts'],"['adult standards', 'country rock', 'bubblegum pop', 'mellow gold', 'album rock', 'soft rock', 'singer-songwriter', 'folk rock', 'classic rock', 'yacht rock']",205480,False,Summer Breeze,4221
04-10-2018,Spain,87,330906,01WSfRSTgN0MAXFwYc2ZOU,"['Marta Sango', 'María Escarmiento']","['eurovision', 'latin talent show', 'latin viral pop']",150464,False,Ella - Operación Triunfo 2018,545425
08-06-2017,Poland,175,32968,01WV3ZRSNvtkhChndUxLcn,"['Quebonafide', 'The Returners', 'KRS-One']","['polish hip hop', 'polish alternative rap']",195862,False,To nie jest hip-hop,197216
23-03-2017,Brazil,188,251438,01Wh1O5hJVX2fyoAe8XjYE,['Naiara Azevedo'],"['sertanejo', 'sertanejo universitario', 'funk carioca', 'sertanejo pop']",153602,False,Mordida Beijo e Tapa,2940164
24-11-2016,Philippines,96,164361,01YEqVPCm0vqRLA9w43bic,['Michael Pangilinan'],['opm'],230453,False,Hanggang Kailan,36813912
25-07-2019,Indonesia,182,171151,01beCqR9wsVnwzkAJZyTqq,['Pamungkas'],['indonesian singer-songwriter'],220163,False,I Love You but I'm Letting Go,86969521
22-12-2016,Germany,48,689035,01dCuK62A6QZ8L9ONTyMVo,"['Bonez MC', 'Gzuz']","['hamburg hip hop', 'deep german hip hop', 'german hip hop']",207960,True,Lebenslauf,2490997
06-06-2019,France,114,338505,01dqWNKgM2ujxu7HacaQwI,['Nekfeu'],"['rap conscient', 'french hip hop', 'pop urbaine']",234053,True,Les étoiles vagabondes,12099645
01-10-2020,Russian Federation,44,145993,01eEsf8xmg3zQekak3Ewf6,['Husky'],"['russian hip hop', 'russian trap']",145806,True,Частушки,145993
24-01-2019,France,109,324592,01eL1T8iCdN5qK6KI3dAce,['DA Uzi'],"['rap francais', 'pop urbaine', 'french hip hop']",192560,True,Wey wey wey,324592
01-03-2015,,186,1239262,01f4pMeB8tVxaJsKjnEcEq,"['One Direction', '88 Ninety']","['talent show', 'pop', 'post-teen pop', 'boy band']",281533,False,Steal My Girl - 88 Ninety's 'Raiders of the Lost Art' Remix,2175162
14-01-2016,United States,121,893656,01gNiOqg8u7vT90uVgOVmz,"['Mustard', 'Travis Scott']","['pop rap', 'cali rap', 'slap house', 'trap', 'hip hop', 'southern hip hop', 'rap', 'pop']",299160,True,Whole Lotta Lovin',3685260
28-04-2013,Malaysia,44,1683,01gxFhCc0rLPacq340csOi,"['Pitbull', 'Christina Aguilera', 'KASSIANO']","['pop rap', 'dance pop', 'miami hip hop', 'pop', 'post-teen pop']",307506,False,Feel This Moment (feat. Christina Aguilera) - Kassiano Club Mix,1683
26-10-2017,Philippines,181,142033,01iyINEYgPQ7ThMZuHUsqS,"['Lost Kings', 'Sabrina Carpenter']","['pop dance', 'pop rap', 'pop', 'post-teen pop', 'pop edm', 'tropical house', 'alt z', 'dance pop', 'edm']",207427,False,First Love,3847395
01-03-2018,France,115,281745,01jZO0m1WSPGXriODVKN3U,"['Lartiste', 'Kaaris', 'Dj Mc Fly']","['pop urbaine', 'trap antillais', 'francoton', 'drill francais', 'french hip hop', 'rap francais']",208400,False,GB (feat. Kaaris x Dj Mc Fly),1052939
24-03-2022,Italy,23,1207682,01l8BJl6CoFQaR3RFliOD9,"['Fabri Fibra', 'Neffa']","['italian adult pop', 'italian underground hip hop', 'rap napoletano', 'italian indie pop', 'italian hip hop']",205026,True,Sulla Giostra,1632391
11-07-2019,Argentina,167,149185,01lJDtU4YaDgV1ZjrgfLbP,['Neo Pistea'],"['argentine hip hop', 'trap argentino', 'trap latino']",195514,False,Karma,158811
03-11-2022,Dominican Republic,49,43704,01mWlpEyZqCGhBux8Dzgwv,"['Ale Mix', 'Drei Alva', 'Legado ARM']",[],143971,True,Darte,252821
06-01-2022,Bulgaria,72,8874,01od2Sgr1MUaspmEN0ewde,['Galin'],['bulgarian pop'],247500,False,Да си ми ти,57047
07-07-2022,Kazakhstan,198,7935,01ovvmz6UHFeuCh6pLcBe4,"['V $ X V PRiNCE', 'Tony Tonite']","['russian hip hop', 'kazakh hip hop']",210024,False,Карусель,960855
16-11-2017,France,133,212814,01rtYrk7VtuIgNcVfOaVaN,['MMZ'],"['rap francais', 'pop urbaine', 'french hip hop', 'francoton', 'rap conscient']",166401,True,Off,212814
19-05-2022,Poland,35,475436,01ss574aTs8b4E1fL1yDDW,"['Oki', 'Nolyrics Beats']",['polish hip hop'],162935,True,Jakie To Uczucie?,9199660
12-04-2018,Denmark,31,209928,01t1jm3dLIgHNUFs7FacUq,"['Sivas', 'Gilli']","['danish pop', 'danish hip hop']",198642,True,Colombiana (feat. Gilli),2990292
09-11-2017,,73,6829965,01uk7IzZyFNfQTDBXxx6NB,['Sam Smith'],"['dance pop', 'uk pop', 'pop']",192922,False,One Last Song,28455387
18-06-2020,Sweden,91,238057,01vHh12JCGZ8ERGG4K6ZLB,['Adel'],"['swedish trap', 'swedish hip hop', 'swedish trap pop', 'swedish gangsta rap']",159230,True,NBA,2644838
09-09-2021,Türkiye,77,347355,01wcY4JlQqqh1Gnqd4TMpU,"['Dolu Kadehi Ters Tut', 'Dilan Balkay']",['turkish alt pop'],187924,False,Zor,575674
25-06-2015,,203,419554,01wuIn1TP5FCvYyqBTdsGC,"['Tinie Tempah', 'Jess Glynne']","['pop rap', 'pop', 'uk pop', 'edm', 'australian pop', 'post-teen pop', 'pop dance', 'house', 'tropical house', 'dance pop', 'grime']",228961,False,Not Letting Go (feat. Jess Glynne),50466663
09-03-2023,Ukraine,174,35239,01y4UDwB7ifcN9YfG1OgYb,['DOROFEEVA'],['ukrainian pop'],161000,False,у твоїй душі,151097
07-10-2021,Greece,151,30468,01yNFKTW8txCybUuczXThS,"['Melisses', 'Tamta']","['laiko', 'greek pop', 'greek trap']",199380,False,Ola Teleiosan,30468
06-01-2022,Norway,18,315367,01yhPS4Pn3chM0sc3gcs6B,"['Anna of the North', 'Hver gang vi møtes']","['norwegian pop', 'nordnorsk musikk', 'electropop', 'vapor pop', 'norwegian indie', 'indie poptimism']",193466,False,Shotgun,3510975
13-09-2018,,110,5713873,01z2fBGB8Hl3Jd3zXe4IXR,['Mac Miller'],"['pittsburgh rap', 'hip hop', 'rap']",161840,False,Come Back to Earth,13503008
23-07-2015,Poland,263,1873,01zJQ3UOwmu2jXQ4J55LNj,['Hurts'],"['neo-synthpop', 'metropopolis']",198400,False,Some Kind of Heaven,33053
04-06-2020,Italy,129,354496,0200p5a07AQi3qH6AtDmls,['Dani Faiv'],['italian hip hop'],147070,True,Canna e Playstation - prod. Strage,354496
07-11-2019,,127,5668196,020wG4EHTwBy5h2rbpxqvK,"['Marracash', 'thasup', 'Sfera Ebbasta']","['italian underground hip hop', 'italian pop', 'trap italiana', 'rap napoletano', 'italian hip hop']",223045,True,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),71771706
03-06-2021,Malaysia,98,58818,021L6LlBBtr34BmFRHd9Ic,['EVERGLOW'],"['k-pop girl group', 'k-pop']",212280,False,FIRST,307951
18-07-2019,India,65,156195,027ZAj6E6dfDMGeYelpzOH,['Yo Yo Honey Singh'],"['filmi', 'modern bollywood', 'desi pop', 'hindi hip hop']",238689,False,Funk Love,401194
30-04-2015,Sweden,212,26998,028efR0qKXOgc9brfgnvpX,['Galavant'],[],181870,False,Rule The World - Radio Edit,26998
15-12-2022,Spain,102,494675,029cuB69yYCgVHND32hjcT,['Anuel AA'],"['trap boricua', 'trap latino', 'reggaeton', 'reggaeton flow', 'urbano latino']",216754,True,BRRR,1299681
28-05-2020,Italy,148,326743,02BJ8AciQdCFqevG4UfVe1,"['Philip', 'Shiva']","['trap italiana', 'italian hip hop']",216774,True,Equipe (feat. Shiva),326743
23-03-2023,Iceland,85,7333,02CIbA3JKDCyi5Pa79mjfT,"['Júlí Heiðar', 'Kristmundur Axel']","['icelandic hip hop', 'icelandic pop']",176936,False,Komdu til baka,20973
01-03-2015,,38,3826633,02DoXNeIVYvONhTk1fGQrz,['Mr. Probz'],"['dutch hip hop', 'tropical house']",199246,False,Nothing Really Matters - Afrojack Remix,42389449
08-03-2018,Germany,130,358176,02EueNTei94HbMKaBB4Clv,['Olexesh'],"['german drill', 'german hip hop']",249328,True,Policeman,358176
25-11-2021,Sweden,180,134473,02GdtyV7c385Zi9t8IsHSW,"['Delara', 'ADAAM', 'Robbz x Brookz']","['swedish drill', 'swedish trap pop', 'norwegian pop rap', 'norwegian pop', 'norwegian indie', 'swedish hip hop']",163973,False,Gone For The Night,134473
09-01-2020,Netherlands,125,215350,02Hm1Auu9GelscSyCeO8ac,['Dylisa'],"['dutch pop', 'dutch hip hop', 'dutch rap pop']",125333,False,Verslavend,215350
19-07-2018,Chile,94,162840,02LKuab9xcpE1dGc5Gd8iM,['Anuel AA'],"['reggaeton flow', 'reggaeton', 'trap boricua', 'trap latino']",283000,True,Na' Nuevo,4039473
31-12-2020,,168,5730703,02MWAaffLxlfxAUY7c5dvx,['Glass Animals'],"['gauze pop', 'indietronica', 'shiver pop']",238805,False,Heat Waves,3764165599
30-06-2022,France,130,395344,02Ohc26rYLWzIWpznVvpdo,['Leto'],"['rap francais', 'pop urbaine', 'french hip hop']",153325,False,Près de la lune,395344
06-12-2018,Germany,176,383185,02PjrA5rmpjDNocDmTva0H,"['Veysel', 'ElGrandeToto']","['rap maroc', 'arabic hip hop', 'german drill', 'german hip hop', 'albanian hip hop', 'moroccan pop']",156546,True,Très jolie,383185
01-07-2021,Ukraine,172,19567,02RaTv7Cwmxai2AE4ig0Yu,['blago white'],"['russian trap', 'russian drill', 'russian hip hop']",116178,True,ТЫ ТУПАЯ ИЛИ ГЛУПЫЙ,219985
18-03-2021,Slovakia,194,10515,02UXh0jhiPVk3gOdNqG40j,['Dawe White'],"['czsk hip hop', 'slovak hip hop']",179957,False,Besa Mi Culo,44787
13-09-2018,Norway,130,84823,02VOS5QRFc6i1XQVROAeDi,['Elina'],"['alt z', 'pop']",196364,False,Here With Me,1650571
24-03-2022,United States,101,1993860,02WDt2eCNOU2mt0DF5w678,"['Nigo', 'Lil Uzi Vert']","['melodic rap', 'rap', 'philly rap', 'trap']",200425,True,Heavy (with Lil Uzi Vert),4025898
21-07-2016,,196,2086175,02WacdrRpm4zlP8H7X6bnQ,['Calum Scott'],"['pop', 'uk pop', 'neo mellow']",260004,False,Dancing On My Own,323389004
25-05-2017,"Taiwan, Province of China",105,26880,02Z6xD2aeJjqdzYG4pWQwr,['王俊凱'],"['chinese idol pop', 'mainland chinese pop']",260229,False,不完美小孩,46216
27-08-2020,Japan,194,146785,02ZsOeVtenrP80YpRPSonZ,['Novelbright'],"['j-pop', 'j-rock']",242333,False,Sunny drop,3968896
10-10-2019,Australia,114,261804,02c4wpeXlXxT7Cekkz3kP3,"['Illy', 'Robinson']","['uk pop', 'australian pop', 'pop rap', 'australian hip hop', 'australian trap', 'alt z', 'nz pop', 'australian indie']",227022,False,Lean On Me (feat. Robinson),1834384
14-05-2020,United Kingdom,66,614614,02dADQ1lF2YLpDYDXLNifI,['Headie One'],['uk hip hop'],204535,True,Rose Gold,2136023
19-11-2020,Spain,161,287557,02dsc9B5N8BFatjGcGhk1u,['Morat'],"['latin pop', 'colombian pop']",169333,False,Al Aire,990008
10-03-2022,Sweden,13,576312,02g6wZQZ0cByIqVgjSHBzy,['25'],['swedish trap pop'],144000,True,F*CK MINA OPPS,5312013
14-03-2019,Israel,66,21422,02hXZxgl6XwtAdK9y2sb6B,['Eden Hason'],['israeli mediterranean'],179522,False,כפיות,4671802
09-03-2023,Luxembourg,106,4977,02hXff8I9554osUyqOwYX2,['TheFrenchKris'],[],142813,True,Rien,4977
27-08-2020,Canada,159,227344,02iW5boMzeBDVRI0dRE1Yw,['Tate McRae'],['pop'],143672,False,don't be sad,227344
24-09-2020,United States,195,1411171,02iYJG3KLBJODa5JkQ4O6y,['Baby Keem'],"['hip hop', 'rap']",156774,True,hooligan,1411171
21-07-2022,Viet Nam,142,50812,02it69GkrLMFN7Jisv8NGO,"['Solsilva', 'LIL N']",[],135534,False,016 Tan Du,101222
13-06-2019,,124,5781046,02itaCXOdC54J0ISjqqFAp,"['R3HAB', 'A Touch Of Class']","['eurodance', 'europop', 'progressive electro house', 'pop', 'dutch house', 'pop dance', 'electro house', 'bubblegum dance', 'slap house', 'dance pop', 'tropical house', 'edm']",147840,False,All Around The World (La La La),246278105
04-07-2019,Poland,70,154953,02laeIhl0AzJ61WIQrkQp8,['Blacha 2115'],"['polish trap', 'polish hip hop']",144639,True,Casablanca (Bonus Track),9006220
26-10-2014,Uruguay,130,1597,02p13eFIrrBGwzcvuQu4y3,['Don Lore V'],[],194301,False,Danza Kuduro - Original Mix,27577
21-04-2016,Portugal,113,14769,02q6smWRlEqAeoeD1jPsOI,['Capitão Fausto'],"['portuguese indie rock', 'portuguese rock', 'portuguese indie']",251066,False,Corazón,34606
